komentar;label;label_id;clean_text
"BAGAIMANA BISA ORANG BODOH JADI WAKIL PRESIDEN?

Pendidikan di Indonesia sudah lama sekali hancur, parahnya, kehancuran itu diperparah dengan ide yang datangnya dari fufufafa. Bagaimana mungkin, siswa sekolah dasar diajarkan tentang AI dan Coding? Sedangkan untuk basic skill menggunakan komputer saja, mereka belum bisa.

Pada usia pendidikan sekolah dasar, harusnya para murid dipetakan, tenaga pendidik harus bisa membaca hobi serta minat murid, setelah pihak sekolah harus memberi dukungan agar bakat para murid bisa berkembang.

Hobi serta minat akademik maupun non akademik harus dikembangkan, karena itu bisa menentukan arah berkembangnya kehidupan para murid di masa depan. Piha sekolah harus bisa mengasah kemampuan murid, sedangkan pemerintah wajib untuk memberikan semua jenis dukungan.

Bayangkan, AI dan Coding pada usia pendidikan di tingkat sekolah dasar begitu senonoh diucapkan oleh fufufafa. Sedangkan, berapa banyak sekolah negeri yang bangunannya hampir ambruk? Berapa banyak sekolah negeri yang belum memiliki komputer maupun PC? Dan yang paling penting, berapa banyak tenaga pendidik yang melek dengan AI serta Coding?

Anehnya, kenapa ide konyol dari orang bodoh ini begitu banyak dukungan? Seharusnya orang-orang yang tingkat kebodohannya di bawah fufufafa bisa memberikan koreksi, kritik, atau apapun agar orang bodoh ini sadar.

Petakanya, Indonesia memiliki Wakil Presiden yang bodoh, akan seperti apa negara ini dalam 5 tahun ke depan?";negative;0;orang bodoh wakil presiden didik indonesia hancur parah hancur parah ide datang fufufafa siswa sekolah dasar ajar coding basic skill komputer usia didik sekolah dasar murid peta tenaga didik baca hobi minat murid sekolah dukung bakat murid kembang hobi minat akademik non akademik kembang tentu arah kembang hidup murid piha sekolah asah mampu murid perintah wajib jenis dukung bayang coding usia didik tingkat sekolah dasar senonoh fufufafa sekolah negeri bangun ambruk sekolah negeri milik komputer tenaga didik melek coding aneh ide konyol orang bodoh dukung orang orang tingkat bodoh fufufafa koreksi kritik apa orang bodoh sadar petaka indonesia milik wakil presiden bodoh negara
"Wapres nya mendorong pembelajaran AI di sekolah 

Menteri pendidikan dasar dan menengah nya justru bilang, 
AI tidak membuat manusia menjadi cerdas tapi menjadi culas

Wapres nya bener2 gak di anggap, buktinya mereka gak sejalan ð¤£ https://t.co/UHWvqgLd4X";negative;0;wapres nya dorong ajar sekolah menteri didik dasar tengah nya bilang manusia cerdas culas wapres nya bener anggap bukti jalan
"ada yang nanya di dm, tapi aku telat jawab dan dia sudah deact, i feel bad for him :(, aku jawab disini aja ya.

dari pandangan aku:

yang pertama sih kita harus belajar dari awal, jangan pernah merasa tertinggal akan sesuatu, apalagi kalo kita ingin sungguh-sungguh bisa jago di hal tersebut. 

nah yang harus kita latih juga tidak harus terkait ngodingnya, kita juga harus melatih bagaimana kita bisa memecahkan suatu masalah dengan logika kita, kalo kamu gampang atau terbiasa untuk memecahkan suatu masalah, menurut ku ini poin plus dibanding kandidat lain, 

belajar ngoding itu tidak terlalu susah, karena media sekarang banyak banget, kamu bisa belajar di youtube, course2, dll. Yang susah itu belajar logika kita agar bisa memecahkan suatu masalah

makanya disediakan platform leetcode, dll. itu tuh dibuat bukan seolah olah kita ngoding doang, tapi itu buat kita melatih seberapa cepat sih kita dalam memecahkan suatu masalah, bahkan dari satu soal pun kita bisa memcahkannya menjadi beberapa jawaban.

selanjutnya sering2 berlatih, buatlah project yang banyak dan juga berkualitas, jadi jika suatu saat kamu dikasih tugas kamu sudah terbiasa untuk mengerjakannya. 

nanti kamu juga akan terbiasa ngoding dengan logika mu itu, tidak banyak nanya AI, dll. AI digunakan hanya untuk membantu kamu dalam penulisan ngoding, dll. Dan kita juga sebenarnya tidak ada salahnya untuk memanfaatkan AI tersebut.

kalo kamu sudah merasa percaya diri, coba aja kamu apply dimana aja, sesuai bidang kamu, 

kamu tidak akan tau kapasitas dirimu sampai kamu ingin mencoba, jadi melangkah saja dulu, dan kita lihat aja sejauh mana kita akan pergi.

disclaimer: aku juga masih kuliah, tips diatas itu berdasarkan pandangan aku yang mungkin bisa bermanfaat buat temen-temen sesama programmer.";positive;2;nanya telat deact feel bad for him pandang sih ajar tinggal sungguh sungguh jago latih kait ngodingnya latih pecah logika gampang biasa pecah poin plus banding kandidat ajar ngoding susah media ajar youtube course dll susah ajar logika pecah sedia platform leetcode dll tuh olah ngoding doang latih cepat sih pecah memcahkannya latih buat project kualitas kasih tugas biasa kerja biasa ngoding logika nanya dll bantu tulis ngoding dll salah manfaat percaya coba apply mana sesuai bidang tau kapasitas diri coba lang lihat pergi disclaimer kuliah tips atas dasar pandang manfaat temen temen programmer
"ada istilah âtraining AIâ kita bisa bilang âsi AI lagi belajarâ. padahal, AI itu cuma program. sedangkan pemograman identik sama, read and write.

nah faktanya.. gambar gambar yg di âtrainâke AI ini tuh cuma di-scan(read) dan di-store(write) ke memory si AI. https://t.co/3DIYPAS1Ch";neutral;1;istilah training bilang ajar program pemograman identik read and write fakta gambar gambar train tuh scan read store write memory
"ðð¤ Indonesia Ajak BRICS Dorong Adopsi AI dalam Pendidikan

Menteri Pendidikan Yuliarto menegaskan pentingnya kolaborasi internasional untuk mendorong pemanfaatan AI dalam pendidikan, khususnya di negara-negara BRICS.

ð®ð© Dengan lebih dari 50 juta siswa, 3,3 juta guru, dan 430 ribu sekolah, Indonesia melihat AI sebagai kunci peningkatan kualitas pendidikan.

ð¹ Inisiatif nasional: Penyediaan teknologi digital untuk sekolah, Peluncuran platform Rumah Pendidikan untuk akses materi ajar yang dipersonalisasi, Rencana pengenalan pelajaran AI & coding di ribuan sekolah

ð Di pendidikan tinggi, Indonesia mendukung pembentukan platform kolaboratif antarnegara BRICS untuk menjawab tantangan pasar tenaga kerja global yang makin kompetitif.";positive;2;indonesia ajak brics dorong adopsi didik menteri didik yuliarto kolaborasi internasional dorong manfaat didik negara negara brics juta siswa juta guru ribu sekolah indonesia kunci tingkat kualitas didik inisiatif nasional sedia teknologi digital sekolah luncur platform rumah didik akses materi ajar personal rencana kenal ajar coding ribu sekolah didik indonesia dukung bentuk platform kolaboratif antarnegara brics tantang pasar tenaga kerja global kompetitif
"Pelajaran AI masuk sekolah.
Pertanyaan pertama: siapa yang ngajarin?
Kalau gurunya diajarin AI oleh guru lain yang belum ngerti AI, ini namanya recursive error dalam sistem pendidikan.

Karena yang paling berbahaya bukan AI-nya, tapi manusia yang tak sadar sedang diprogram olehnya. Kita bilang âmenggunakan AIâ, padahal justru sedang digunakan AI.

Maka penting bukan hanya belajar teknologi, tapi belajar kesadaran, agar kita tak cuma jadi pengguna cerdas, tapi pemimpin di era digital yang tak kehilangan arah jiwa.";positive;2;ajar masuk sekolah ngajarin guru diajarin guru ngerti nama recursive error sistem didik bahaya nya manusia sadar program bilang ajar teknologi ajar sadar guna cerdas pimpin era digital hilang arah jiwa
"Saya cerita dikit kondisi di pendidikan: 

Pemerintah, pusat dan daerah, begitupun pemimpin sekolah yang notabennya generasi tua, mendorong para guru dan siswa menggunakan AI, karena mereka sendiri menghadapi panic attack setelah digempur ratusan seminar/konten/himbauan pentingnya AI dalam pendidikan.

Guru yang sigap segera menggunakannya, bukan hanya karena membutuhkannya, tapi mengamankan diri, lebih pada, agar tidak tertinggal. 

Guru lain, yang terseok, mencari jalan pintas, hanya mengamankan agar mereka lolos dari sekian asesmen yang menuntut mereka faham AI. 

Pada sisi lain, seperti pepatah: murid kencing berlari. AI mempermudah mereka mengerjakan hampir seluruh tugas mereka. Mereka selalu bisa mendahului guru mereka.

Namun para siswa tidak sadar, bahwa kemampuan mereka dalam belajar telah diambil alih AI yang makin deep, sementara siswa kita makin receh, mudah senang, gampang bosan dan sesekali mengaku kena mental. Mereka kehilangan kemampuan dasar karena diserahkan pada AI. 

Soal ekonomi, Selwyn pernah berkata, apapun yang berhasil dalam ekonomi, selalu dianggap akan berhasil untuk pendidikan. Inilah keyakinan yang harus diuji kembali. 

Saya hanya menvalidasi tweet di bawah ini.";positive;2;cerita dikit kondisi didik perintah pusat daerah pimpin sekolah notabennya generasi tua dorong guru siswa hadap panic attack gempur ratus seminar konten himbauan didik guru sigap guna butuh aman tinggal guru seok cari jalan pintas aman lolos sekian asesmen tuntut faham sisi pepatah murid kencing lari mudah tugas dahulu guru siswa sadar mampu ajar ambil alih deep siswa receh mudah senang gampang bosan aku kena mental hilang mampu dasar serah ekonomi selwyn apa hasil ekonomi anggap hasil didik yakin uji menvalidasi tweet
"Ada AI, murid Sekolah Gak Perlu Belajar lagiâ¼ï¸ðð¢

Nasehat GiBRaN @gibran_tweet kepada Para Para Siswa Emang sangat Luar biasa, sungguh ber level Tinggi!

Menuju Indonesia (C)emas!!
Menyala Mas Wapres ð¥ https://t.co/ER1HPdVFil";neutral;1;murid sekolah ajar nasehat gibran siswa emang sungguh ber level indonesia emas nyala mas wapres
"Keberhasilan implementasi AI memerlukan dukungan data, infrastruktur, regulasi, dan edukasi masyarakat yang memadai. 

https://t.co/6UBOcUf8Yr 

#ai #lingkungan #bumi #hijau #teknologi #solusi https://t.co/dlPgENqSuM";positive;2;hasil implementasi dukung data infrastruktur regulasi edukasi masyarakat pada
"@hadinabd @KemenkesRI padahal Pak Budi ini alumni Fisika ITB loh..

AI itu kan dimodelkan dengan inputan training data dari para Dokter juga

telinga + otak dimodelkan jadi sistem AI berupa sinyal audio, spectrogram, neural network, dan kalau ada reduksi dimensi pakai PCA misalnya https://t.co/ocnNhA3BmF";neutral;1;budi alumni fisika itb model inputan training data dokter telinga otak model sistem sinyal audio spectrogram neural network reduksi dimensi pakai pca
"Maksud Hati Biar Terlihat Keren Mengajari Menggunakan AI Untuk Menyelesaikan Pelajaran!

Tapi Malah Mengajarkan Kepada Siswa Untuk Berbuat Curangð¤¦

Dasar Wapres ""Dongo"" 

Bisa Jadi Wapres Karena Mengakali Kontitusi ð¤¦ https://t.co/tqHg6OqR00";negative;0;maksud hati biar keren ajar selesai ajar ajar siswa buat curang dasar wapres dongo wapres akal kontitusi
Di Indonesia, AI gen image dielu-elukan banget PADAHAL ITU GAK KEREN. Walaupun kepanjangannya âArtificial Intelligenceâ kesannya kyk istilah mOdErn, BUKAN BERARTI KALO KAMU BIKIN KARYA PAKAI AI JADI KEREN paling update tech. ADA MANUSIA BERDAYA, DIINJAK-INJAK DGN DUKUNGANMU KE AI;negative;0;indonesia gen image elu elu keren panjang artificial intelligence kesan kyk istilah modern bikin karya pakai keren update tech manusia daya injak injak dgn dukung
"indonesia kok udah ai ai aja sih?

kemarin masih industri 4.o, big data, dan PNS pake VR, sekarang dah ai... :(((

bukit algoritmaaaaaaaaaarrrggghhhh https://t.co/oekCUkDUMT";negative;0;indonesia udah sih kemarin industri big data pns pake bukit algoritmaaaaaaaaaarrrggghhhh
"Iseng2 menggunakan fitur Meta AI di WA. Tidak terlalu lengkap infonya. Tapi lumayan bisa jadi saingan Chat GPT. Hari ini...ga ada alasan orang ga tau suatu hal, tinggal ketik keluar apa yg diinginkan. Saya sampaikan kemarin saat seminar parenting, tugas guru hari ini bukan mentransfer ilmu dan informasi kpd siswa, anda akan kalah oleh google, chat GPT, Meta AI dsj. Tugas guru hari ini lebih kepada menjadi tauladan & uswatun hasanah kpd siswa2nya. Begitupun tugas kita sebagai orangtua menjadi role model bagi anak2nya. Maka benarlah pesan Ali bin Abi Thalib utk kita ; "" Didiklah anakmu sesuai zamannya "".";positive;2;iseng fitur meta lengkap info lumayan saing chat gpt alas orang tau tinggal ketik kemarin seminar parenting tugas guru transfer ilmu informasi kpd siswa kalah google chat gpt meta dsj tugas guru tauladan uswatun hasanah kpd siswa nya tugas orangtua role model anak nya pesan ali bin abi thalib utk didik anak sesuai zaman
Bapak ibu guru, beginilah gambaran murid di masa depan yg diajarin AI tanpa memperkuat pengetahuan dasarnya. Mengaku dirinya peneliti tapi cari data pakai AI. Gak bisa mempertanggung jawabkan sampling method, reliabilitas, validitas, dan sitasinya ð;negative;0;guru gambar murid diajarin kuat tahu dasar aku teliti cari data pakai tanggung jawab sampling method reliabilitas validitas sitasinya
"Pemerintah berencana memasukkan artificial intelligence (AI) dan coding sebagai mata pelajaran pilihan di sekolah dasar (SD) dan sekolah menengah pertama (SMP). 

Menteri Pendidikan Dasar dan Menengah (Mendikdasmen) Abdul Mu'ti mengatakan, hal itu akan dimasukkan dalam pembaharuan kurikulum mendatang. 

""Kami sampaikan dalam merencana kami untuk pembaruan kurikulum yang akan datang itu akan menambahkan mata pelajaran artificial intelligence (AI) dan Coding sebagai mata pelajaran pilihan di sekolah-sekolah yang memang sudah mampu melaksanakan,"" kata Abdul Mu'ti di Jakarta Selatan, Senin (11/11/2024).

Mu'ti menjelaskan, nantinya tidak semua sekolah akan menerapkan AI dan coding sebagai mata pelajaran pilihan karena memang membutuhkan alat canggih untuk menunjang mata pelajaran itu. 

Ia pun berharap dengan masukknya pelajaran AI dan coding sebagai mata pelajaran pilihan bisa menjawab keinginan Pesiden Prabowo Subianto untuk melakukan digitalisasi di bidang pendidikan. 

""Mudah-mudahan ini bisa menjawab program dari Pak Presiden juga tentang digitalisasi sebagai upaya kita untuk meningkatkan kualitas pendidikan dan menyiapkan generasi kita ini untuk lebih bisa bersaing di dunia global,"" ujarnya.

^ #AI #Coding #Kurikulum 

Penulis: Sania Mashabi
Editor: Mahar Prastiwi";positive;2;perintah rencana masuk artificial intelligence coding mata ajar pilih sekolah dasar sekolah tengah smp menteri didik dasar tengah mendikdasmen abdul masuk baharu kurikulum rencana baru kurikulum mata ajar artificial intelligence coding mata ajar pilih sekolah sekolah laksana abdul jakarta selatan senin sekolah terap coding mata ajar pilih butuh alat canggih tunjang mata ajar harap masukknya ajar coding mata ajar pilih pesiden prabowo subianto digitalisasi bidang didik mudah mudah program presiden digitalisasi upaya tingkat kualitas didik generasi saing dunia global tulis sania mashabi editor mahar prastiwi
"AI untuk Semua, atau Hanya untuk yang Mampu?

Pemerintah ingin memasukkan AI ke kurikulum 2025, tapi siapkah infrastruktur dan gurunya? Di kota, siswa belajar AI lewat laptop dan internet cepat. Di pelosok, listrik pun masih byar-pet. Tanpa strategi inklusif, AI bisa jadi menara gading baru, memperlebar jurang pendidikan. Padahal, AI punya potensi jadi jembatan, bukan jurang, kalau diajarkan lewat cara kreatif, kontekstual, dan bertahap. Jangan sampai anak desa makin tertinggal bukan karena bodoh, tapi karena tak diberi alat. AI harus jadi hak, bukan hak istimewa.
 https://t.co/8iElza20vL";positive;2;perintah masuk kurikulum siap infrastruktur guru kota siswa ajar laptop internet cepat pelosok listrik byar pet strategi inklusif menara gading lebar jurang didik potensi jembatan jurang ajar kreatif kontekstual tahap anak desa tinggal bodoh alat hak hak istimewa
"Era AI dan Digitalisasi, Sofyan Tan Ajak Guru Terapkan Pembelajaran Mendalam agar Siswa Lebih Kritis dan Aktif Bertanya
https://t.co/CCzy9plRX9
#PembelajaranMendalam #TransformasiPendidikan #SofyanTan #KomisiX #Kemendikdasmen #KurikulumMerdeka #PendidikanIndonesia #bitvonline";positive;2;era digitalisasi sofyan tan ajak guru terap ajar dalam siswa kritis aktif
Indonesia sedang sangat terpukul oleh AI saat ini. Di sekolah, secara komersial, dan bahkan dalam kampanye presiden mereka. Para seniman dan ilustrator di sana berusaha bersatu untuk mengedukasi masyarakat tentang hak cipta dan menuntut regulasi yang adil. Ini sangat dibutuhkan. #TolakGambarAI;negative;0;indonesia pukul sekolah komersial kampanye presiden seniman ilustrator usaha satu edukasi masyarakat hak cipta tuntut regulasi adil butuh
"Makin maraknya penggunaan AI di banyak belahan dunia punya ancaman tersendiri bagi tenaga kerja yg hanya berbekal otot

Celakanya hanya 10% bangsa ini yg sarjana. Dari 6jt orang yg masuk SD/tahun, yg sarjana hanya 600 ribu. Negara ini tenggelam sebenarnya

https://t.co/QOzUAVQWu5 https://t.co/YoeNLBioPk";negative;0;marak guna bahan dunia ancam sendiri tenaga kerja bekal otot celaka bangsa sarjana orang masuk sarjana ribu negara tenggelam
(5/10) AI bisa menulis esai, menjawab soal, merangkum buku. Tapi jika tak hati-hati, ia bisa membuat anak-anak kita tumbuh tanpa fondasi. Tak cakap berpikir kritis, tak mandiri dalam mengambil keputusan. Semua menunggu petunjuk mesin.;negative;0;tulis esai rangkum buku hati hati anak anak tumbuh fondasi cakap pikir kritis mandiri ambil putus tunggu tunjuk mesin
"Duh mas, mas. Kurangin deh beropini asbun kayak gini. Udah bolak-balik bikin blunder loh, ini bikin citra orang yang kerja di bidang IT itu kayak ga napak tanah ð

Apa-apa dikait-kaitin sama AI. Ini lagi ngide AI menggantikan peran pendidik. Anak ente duluan nyobain gimana?";negative;0;duh mas mas rangin opini asbun kayak gin udah bolak bikin blunder bikin citra orang kerja bidang kayak napak tanah kait kaitin ngide ganti peran didik anak ente duluan nyobain gimana
"Gue coba bahas scr lengkap ya tentang assessment. Gue bukan mau kritik siapa2 or dukung siapa2 ya, just chipping in karena ini topik penting di pendidikan ð

Jadi gini, menurut gue assessment tuh salah satu komponen terpenting dalam pendidikan (bahkan bisa jadi terpenting). Kalo kita pake evolutionary framework, assessment itu bakalan jadi the selection parameter utk menyeleksi bukan cuma siswa tp juga metode belajar/ngajar. Gampangnya gini, kalo ujian itu nguji bahan2 yg cukup diapal ya nanti yg lulus yg jago ngapal & metode cara ngapal yg oke bakal menjamur, kalo ujiannya nguji mikir & kreativitas ya yg lolos yg jago itu and metode belajar utk jadi jago mikir & kreatif ya jadi menjamur.

Btw dikit, bisa jadi, dengan bikin assessment system yg bagus (nguji the right things, ga bisa diakalin, dll) kita ga perlu repot menstandarisasi proses belajar scr rigid (or kasih standard dikit aja), karena dengan sistem assessment yg bagus dan metode belajar/ngajar âdibebasinâ, bisa jadi akan keluar buanyak inovasi cara belajar/ngajar macem2 dr guru2 kreatif di seluruh negeri. Nantinya cara2 yg efektif utk ngasilin outcome yg sesuai tujuan test biasanya akan menjamur, âlakuâ, dan dicontoh sama yg lain.

Nah. Balik lagi ke format test, yg model gimana nih yg pas utk nguji critical thinking & creativity? idealnya emang assessment berbentuk âactiveâ di mana siswa punya kesempatan utk jadi âcreate-iveâ kyk bikin essay, praktek ngerjain sesuatu, ngehasilin karya (gambar, video, ngoding, etc). But of course ini susah banget scr operasional di lapangan, karena guru2 akan nambah workloadnya utk grading karya2 ini, walaupun bikin soalnya jadi lebih gampang dibanding bikin soal pilgan hehe. 

So terus, apa yg bisa dilakuin? Selama belasan tahun kemaren yg dilakuin gue and the team adalah riset gimana cara bikin soal pilgan yg beneran nguji cara mikir & kreativitas, susah banget bikin soal2 kayak gini, tp kita lumayan sukses lah bikin ini dan soal2 boleh dipake sama seluruh guru indo for free. Caranya bisa macem2, bisa aja pilihan bener bukan cuma satu, prosesnya juga ditest jadi pilihan (semacam choose your own adventure), bikin pilihan jawaban yg ângegocekâ kalo anak2 cuma ngapalin rumus, dan macem2 lagi. So far model ini cukup reliable misahin antara yg beneran mastering the concepts sama yg sekadar ngapal kalimat or rumus.

Nah terus, udah ideal belom model gini? Menurut gue belom sih, tp sejak 2020, gue dan tim mulai serius riset ke penerapan AI di pendidikan. Thn 2021 kita sukses launching adaptive learning model utk belajar jd personalised dan bikin jadi lebih efisien sesuai kebutuhan masing2 anak. Nah for the past 6 months, salah satu topik riset kita tuh multi-modal assessment supaya bisa ngelakuin âcreativeâ assessment at scale dengan biaya super murah dan ga jadi beban buat para guru (walaupun bisa aja si anak pake AI lg utk produksi karya, tp at least mereka jago ngeprompt lah hehe). 

Yowes, sementara itu dr gue, reply aja kalo ada follow up questions or feedback ðð";neutral;1;coba bahas scr lengkap assessment kritik dukung just chipping topik didik gin assessment tuh salah komponen penting didik penting pake evolutionary framework assessment the selection parameter utk seleksi siswa metode ajar ngajar gampang gin uji nguji bahan diapal lulus jago ngapal metode ngapal oke jamur uji nguji mikir kreativitas lolos jago and metode ajar utk jago mikir kreatif jamur dikit bikin assessment system bagus nguji the right things diakalin dll repot standar proses ajar scr rigid kasih standard dikit sistem assessment bagus metode ajar ngajar dibebasin buanyak inovasi ajar ngajar macem guru kreatif negeri efektif utk ngasilin outcome sesuai tuju test jamur laku contoh format test model gimana nih pas utk nguji critical thinking creativity ideal emang assessment bentuk active siswa sempat utk create ive kyk bikin essay praktek ngerjain ngehasilin karya gambar video ngoding etc but course susah scr operasional lapang guru nambah workloadnya utk grading karya bikin gampang banding bikin pilgan hehe dilakuin bas kemaren dilakuin and the team riset gimana bikin pilgan beneran nguji mikir kreativitas susah bikin kayak gin lumayan sukses bikin dipake guru indo for free macem pilih bener proses ditest pilih choose your own adventure bikin pilih ngegocek anak ngapalin rumus macem far model reliable misahin beneran mastering the concepts ngapal kalimat rumus udah ideal bom model gin bom sih tim serius riset terap didik thn sukses launching adaptive learning model utk ajar personalised bikin efisien sesuai butuh anak for the past months salah topik riset tuh multi modal assessment ngelakuin creative assessment scale biaya super murah beban guru anak pake utk produksi karya least jago ngeprompt hehe yowes reply follow questions feedback
"â¨ Maman Basyaiban -  ""Tantangan utama dalam pembelajaran AI dan koding adalah membedakan antara tujuan dan konten serta menyesuaikan dengan kondisi murid dan guru. Maka dari itu, diperlukan pendekatan kontekstual, bertahap, dan humanis yang memberdayakan melalui pengalaman, bahasa sederhana, dan refleksi bersama.""";positive;2;maman basyaiban tantang utama ajar koding beda tuju konten sesuai kondisi murid guru dekat kontekstual tahap humanis daya alam bahasa sederhana refleksi
@anonimariea Stop penggunaan AI bukan solusi kak, langkah yang tepat mungkin pembentukan Kurikulum penggunaan AI, Regulasi penggunaan AI, dan Edukasi AI sejak dini. AI itu gak cuma Generate gambar doang, cabang ilmunya juga banyak kayak Machine Learning, NLP, dll.;negative;0;stop guna solusi kak langkah bentuk kurikulum guna regulasi guna edukasi generate gambar doang cabang ilmu kayak machine learning nlp dll
"Iya lagi.. Refleksi psidik gw yang isinya kayak orang mabok, pake campuran bahasa inggris, emot beneran (ðð­), emot boongan ( :v, :3, &lt;3) aja terdeteksi AI. 

Bahkan gw ketik ""Mba plis, nilai saya dikatrol, saya kan aktif banget di kelas, mba ð­"" ITU TERDETEKSI AI JUGA AJG?! WTF";negative;0;iya refleksi psidik isi kayak orang mabok pake campur bahasa inggris emot beneran emot boongan deteksi ketik mba plis nilai katrol aktif kelas mba deteksi ajg wtf
Seorang lulusan Nanyang Technological University tidak berada dalam posisi moral untuk mengerdilkan institusi pendidikan seperti ini. Alih-alih merasa miris malah nyuruh orang belajar pakai AI, semoga Tuhan melindungi kita dari sifat jahat seperti ini.;negative;0;lulus nanyang technological university posisi moral kerdil institusi didik alih alih miris nyuruh orang ajar pakai moga tuhan lindung sifat jahat
"Setuju mas wapres...

Pake AI dengan penuh etika dan tanggung jawab....

Begitu juga dengan penggunaan medsos, etika dan undang undang harus diperhatikanâ¦";positive;2;tuju mas wapres pake penuh etika tanggung guna medsos etika undang undang perhati
@kompascom Beliau ini tau ga sih di belakangnya AI tuh kayak gimana? Isinya algoritma, matematika, sama statistik. Kalo emg serius mau ngejar AI ya yg harus diperkuat tuh kemampuan matematika sama computational thinking. Kurikulum masih ga jelas dah mau loncat AI aja;negative;0;beliau tau sih belakang tuh kayak gimana isi algoritma matematika statistik emg serius ngejar kuat tuh mampu matematika computational thinking kurikulum loncat
@MasBRO_back @UGMYogyakarta negara lain udah mikirin teknologi yg lebih maju, china ngembangi rumah sakit AI, indonesia malah mikirin ijazah;negative;0;negara udah mikirin teknologi maju china ngembangi rumah sakit indonesia mikirin ijazah
Menteri Pendidikan Tinggi, Ilmu Pengetahuan, dan Teknologi Indonesia, Brian Yuliarto, telah mendesak blok ekonomi BRICS untuk lebih memperhatikan pentingnya dan manfaat mengintegrasikan kecerdasan buatan (AI) ke dalam sektor pendidikan.;positive;2;menteri didik ilmu tahu teknologi indonesia brian yuliarto desak blok ekonomi brics perhati manfaat integrasi cerdas buat sektor didik
@kun_wardana Terminologi belajar AI yang digaungkan pemerintah arahnya salah. Harusnya bukan sebagai konsumen, tetapi sebagai produser. Belajar ilmu dasar matematika, fisika adalah dasar pengembangan AI. Arahnya membangun platform dan tuning model AI, bukan menggunaksn model jadi spt chatgpt;negative;0;terminologi ajar gaung perintah arah salah konsumen produser ajar ilmu dasar matematika fisika dasar kembang arah bangun platform tuning model menggunaksn model spt chatgpt
@jebunggg Makanya gue gak akan capek bilang kalau penggunaan AI di level instansi pendidikan tuh sama aja buang-buang duit. Ngapain kuliah kalau apa-apa pake ChatGPT? Atau lebih parah lagi malah diajarin pake AI sama dosennya.;negative;0;capek bilang guna level instansi didik tuh buang buang duit ngapain kuliah pake chatgpt parah diajarin pake dosen
"Postingan ini sekalian saya buat sebagai bahan refleksi bersama, antara lain:

1. Kreativitas dan teknologi itu penting, tapi jangan lupakan konteks, etika, dan regulasi yang berlaku termasuk resiko dan konsekuensi hukumnya. 

2. Dalam konteks pendidikan, memperkenalkan AI tanpa membentuk karakter dan nalar kritis ibarat membiarkan anak memegang pisau tajam tanpa tahu cara menggunakannya. Akhirnya bukan kemajuan, tapi potensi bahaya.

3. Jika ada seorang Pemimpin yang mendorong AI ke anak-anak tanpa fondasi berpikir justru sedang mempertaruhkan masa depan generasi kita.
Diam berarti ikut mengorbankan masa depan anak-anak kita. 

Salam.";positive;2;postingan bahan refleksi kreativitas teknologi lupa konteks etika regulasi laku resiko konsekuensi hukum konteks didik kenal bentuk karakter nalar kritis biar anak pegang pisau tajam guna maju potensi bahaya pimpin dorong anak anak fondasi pikir taruh generasi diam korban anak anak salam
"Ganti dulu kurikulum, dgn memasukkan penguasaan AI. Knp? 

1. AI skrg sdh bisa mengerjakan mayoritas PR anak sekolah yg berbasis pengetahuan. 

2. Jika tidak, maka harus didasari IQ kita masih rendah. Daya tangkap masih lemah. Fungsi PR di sekolah menengah biasanya pengulangan mata pelajaran agar materi bisa tertangkap. Tanpa itu, zonk. Lupa. 

@DediMulyadi71";positive;2;ganti kurikulum dgn masuk kuasa knp skrg mayoritas anak sekolah bas tahu dasar rendah daya tangkap lemah fungsi sekolah tengah ulang mata ajar materi tangkap zonk lupa
Indonesia beneran darurat edukasi soal AI. Padahal baru aja beberapa waktu lalu ada kasus anak-anak yang mukanya diedit jadi bahan pelecehan pake AI. Orang dewasa ga paham kah kalau membiarkan anak kalian pake AI bisa rentan disalahgunakan termasuk dijadikan bahan pelecehan?;negative;0;indonesia beneran darurat edukasi anak anak muka edit bahan leceh pake orang dewasa paham kah biar anak pake rentan disalahgunakan jadi bahan leceh
"Indonesia memiliki modal kuat untuk bersaing di era AI. Namun, tantangan infrastruktur, talenta, regulasi, dan etika harus segera diatasi agar manfaat AI bisa dirasakan secara merata.
https://t.co/s1Jq4NCSdk 
#ai #fyp #teknologi #strategi #inovasi #globalisasi https://t.co/KLdvVjfrrl";neutral;1;indonesia milik modal kuat saing era tantang infrastruktur talenta regulasi etika atas manfaat rasa rata
"Sampe sekarang gua masi kepikiran Wapres Gibran ngomong ke anak SMA, disuruh pake AI supaya meningkatkan produktivitas dan efisiensi mereka.

gak habis pikir setingkat wapres kok ga ngerti kalo pendidikan itu tempatnya lu boleh inefisien, eksplorasi, dan menajamkan pikiran.";negative;0;sampe gua mas pikir wapres gibran ngomong anak sma suruh pake tingkat produktivitas efisiensi habis pikir tingkat wapres ngerti didik tempat inefisien eksplorasi najam pikir
"Gw ada temen yang gw tawarin buat belajar REAL, RAW AI sama dosen di UI.

Terus dia kayak, ""hell no! im an artist"".

Asli, istilah ""AI"" tuh udah KABUR BANGET. AI belum tentu genAI. Nyatanya, program buat nentuin lauk paling optimal buat dibungkus di nasi padang juga disebut AI.";negative;0;temen tawarin ajar real raw dosen kayak hell artist asli istilah tuh udah kabur gena program nentuin lauk optimal bungkus nasi padang
